Date,Low,Open,Volume,High,Close,Adjusted Close
25-11-2009,83.0,83.0,13242907.0,90.69999694824219,84.0,74.30233001708984
26-11-2009,82.5,84.0,3703145.0,87.19999694824219,83.05000305175781,73.4620132446289
27-11-2009,82.0,82.5,896638.0,84.0,82.55000305175781,73.01974487304688
30-11-2009,83.0,83.0,1174907.0,86.0999984741211,84.0,74.30233001708984
01-12-2009,83.05000305175781,84.5,663636.0,85.3499984741211,83.44999694824219,73.81582641601562
02-12-2009,83.25,84.25,4680247.0,93.80000305175781,89.6500015258789,79.300048828125
03-12-2009,90.05000305175781,90.9000015258789,3690873.0,95.5,90.75,80.27306365966797
04-12-2009,86.25,90.4000015258789,1074270.0,92.0999984741211,86.9000015258789,76.86752319335938
07-12-2009,87.0,87.80000305175781,1172633.0,92.25,87.8499984741211,77.7078628540039
08-12-2009,88.44999694824219,88.44999694824219,2156263.0,93.5,91.8499984741211,81.24606323242188
09-12-2009,91.19999694824219,91.44999694824219,2346418.0,96.25,93.5,82.70557403564453
10-12-2009,92.0999984741211,94.3499984741211,1063530.0,95.4000015258789,92.5999984741211,81.90947723388672
11-12-2009,90.6500015258789,94.0999984741211,866238.0,94.4000015258789,91.0999984741211,80.58264923095703
14-12-2009,87.0999984741211,91.1500015258789,543563.0,91.94999694824219,87.69999694824219,77.5751724243164
15-12-2009,85.69999694824219,89.3499984741211,815861.0,91.0,86.1500015258789,76.20413208007812
16-12-2009,84.5,85.5999984741211,478618.0,86.9000015258789,85.94999694824219,76.02720642089844
17-12-2009,83.5,86.5,238415.0,86.69999694824219,84.55000305175781,74.78884887695312
18-12-2009,82.0,83.19999694824219,390097.0,86.25,82.25,72.75438690185547
21-12-2009,82.0,83.0,361884.0,84.0999984741211,82.19999694824219,72.71012878417969
22-12-2009,82.0999984741211,83.3499984741211,192501.0,83.3499984741211,82.5999984741211,73.06394958496094
23-12-2009,82.0999984741211,83.3499984741211,212052.0,83.9000015258789,82.55000305175781,73.01974487304688
24-12-2009,82.0,83.19999694824219,221397.0,83.19999694824219,82.05000305175781,72.57745361328125
29-12-2009,82.0,82.0999984741211,249666.0,83.94999694824219,82.19999694824219,72.71012878417969
30-12-2009,82.80000305175781,82.9000015258789,467406.0,86.44999694824219,84.19999694824219,74.47925567626953
31-12-2009,83.5,84.9000015258789,555510.0,88.0,84.0,74.30233001708984
04-01-2010,83.5999984741211,84.75,193481.0,87.0,84.0999984741211,74.39080047607422
05-01-2010,84.19999694824219,85.0,1291883.0,90.5,87.4000015258789,77.30980682373047
06-01-2010,86.1500015258789,89.80000305175781,784017.0,95.0,87.0999984741211,77.04444885253906
07-01-2010,85.9000015258789,88.0,487810.0,100.0,86.4000015258789,76.42525482177734
08-01-2010,84.5999984741211,87.0,313755.0,87.3499984741211,85.19999694824219,75.36377716064453
11-01-2010,84.30000305175781,86.80000305175781,254418.0,87.8499984741211,85.44999694824219,75.5849380493164
12-01-2010,83.3499984741211,86.55000305175781,251100.0,86.5999984741211,83.94999694824219,74.25811004638672
13-01-2010,83.0,83.5,116693.0,85.30000305175781,83.69999694824219,74.03697967529297
14-01-2010,83.75,83.75,942387.0,88.30000305175781,86.55000305175781,76.55794525146484
15-01-2010,85.05000305175781,87.69999694824219,192809.0,88.25,85.6500015258789,75.7618408203125
18-01-2010,83.5,83.5,109712.0,86.19999694824219,84.1500015258789,74.43502044677734
19-01-2010,82.5,84.25,143555.0,85.5,83.0,73.41778564453125
20-01-2010,82.19999694824219,84.0,137617.0,85.30000305175781,82.69999694824219,73.15241241455078
21-01-2010,82.0,82.0999984741211,176261.0,83.69999694824219,82.0999984741211,72.6216812133789
22-01-2010,76.05000305175781,81.0,139787.0,81.55000305175781,77.6500015258789,68.68544006347656
25-01-2010,75.0,78.5,222889.0,81.5,78.0,68.99502563476562
27-01-2010,72.0,79.5,207557.0,79.5,73.19999694824219,64.74918365478516
28-01-2010,68.5,74.0,138080.0,76.0,69.8499984741211,61.78592300415039
29-01-2010,67.25,71.0,199543.0,71.75,68.80000305175781,60.85715866088867
01-02-2010,65.5,65.5,194171.0,71.5,69.69999694824219,61.65324783325195
02-02-2010,70.44999694824219,70.44999694824219,2289303.0,83.6500015258789,83.6500015258789,73.99273681640625
03-02-2010,66.94999694824219,86.0999984741211,0.0,86.94999694824219,67.19999694824219,59.44186782836914
04-02-2010,65.0,68.0,4076616.0,72.30000305175781,67.6500015258789,59.83992385864258
05-02-2010,61.150001525878906,65.0,826823.0,66.0,63.599998474121094,56.257484436035156
06-02-2010,,,,,,
08-02-2010,62.25,64.44999694824219,482964.0,65.69999694824219,62.650001525878906,55.41716384887695
09-02-2010,62.20000076293945,62.5,731004.0,65.80000305175781,62.95000076293945,55.682533264160156
10-02-2010,61.0,63.75,475728.0,65.0,61.150001525878906,54.09033966064453
11-02-2010,59.5,62.150001525878906,549499.0,62.150001525878906,59.75,52.851959228515625
15-02-2010,57.400001525878906,60.25,436867.0,61.20000076293945,57.849998474121094,51.17131423950195
16-02-2010,54.349998474121094,58.0,489409.0,58.5,54.95000076293945,48.60611343383789
17-02-2010,54.5,55.0,965962.0,59.70000076293945,56.79999923706055,50.242530822753906
18-02-2010,55.20000076293945,57.45000076293945,343332.0,58.5,55.70000076293945,49.26953125
19-02-2010,53.25,54.75,336342.0,55.75,53.5,47.32350540161133
22-02-2010,51.349998474121094,55.400001525878906,293062.0,55.400001525878906,51.900001525878906,45.90822982788086
23-02-2010,48.099998474121094,50.0,409137.0,51.75,49.25,43.564170837402344
24-02-2010,47.400001525878906,48.349998474121094,405908.0,49.5,47.75,42.237342834472656
25-02-2010,46.5,48.0,304014.0,49.0,47.099998474121094,41.66238784790039
26-02-2010,45.5,47.95000076293945,299211.0,47.95000076293945,45.95000076293945,40.64514923095703
02-03-2010,46.0,46.20000076293945,222231.0,47.400001525878906,46.25,40.910518646240234
03-03-2010,46.20000076293945,46.54999923706055,248266.0,48.45000076293945,47.70000076293945,42.193111419677734
04-03-2010,47.349998474121094,48.25,785314.0,52.5,52.5,46.438961029052734
05-03-2010,53.150001525878906,55.900001525878906,932322.0,55.900001525878906,54.04999923706055,47.81001663208008
08-03-2010,52.099998474121094,54.54999923706055,248139.0,54.95000076293945,52.349998474121094,46.306278228759766
