Date,Low,Open,Volume,High,Close,Adjusted Close
23-07-2021,115.0,116.0,694895290,138.89999389648438,126.0,126.0
26-07-2021,125.30000305175781,126.3499984741211,249723854,143.75,140.64999389648438,140.64999389648438
27-07-2021,127.75,141.6999969482422,240341900,147.8000030517578,132.89999389648438,132.89999389648438
28-07-2021,123.55000305175781,131.0,159793731,135.0,131.1999969482422,131.1999969482422
29-07-2021,132.1999969482422,134.9499969482422,117973089,144.0,141.5500030517578,141.5500030517578
30-07-2021,131.0,142.60000610351562,88312522,142.6999969482422,133.5,133.5
02-08-2021,135.14999389648438,135.75,66909732,140.75,139.6999969482422,139.6999969482422
03-08-2021,137.0,137.0,46610001,140.8000030517578,139.39999389648438,139.39999389648438
04-08-2021,135.25,139.8000030517578,41134419,141.0,138.39999389648438,138.39999389648438
05-08-2021,132.0,138.75,38437134,138.89999389648438,134.9499969482422,134.9499969482422
06-08-2021,130.10000610351562,135.5,31975356,136.1999969482422,131.35000610351562,131.35000610351562
09-08-2021,127.25,132.39999389648438,41358299,133.5500030517578,130.60000610351562,130.60000610351562
10-08-2021,122.0999984741211,131.0,43164004,131.4499969482422,125.19999694824219,125.19999694824219
11-08-2021,123.0,123.0,111702781,138.75,135.64999389648438,135.64999389648438
12-08-2021,132.0500030517578,135.64999389648438,51256670,137.39999389648438,135.4499969482422,135.4499969482422
13-08-2021,132.10000610351562,133.85000610351562,33674300,139.75,137.35000610351562,137.35000610351562
16-08-2021,132.25,136.39999389648438,20305361,136.89999389648438,134.9499969482422,134.9499969482422
17-08-2021,130.60000610351562,132.8000030517578,15815187,134.35000610351562,132.5,132.5
18-08-2021,133.3000030517578,134.5,22566920,136.8000030517578,134.9499969482422,134.9499969482422
20-08-2021,133.0,134.9499969482422,53789580,141.4499969482422,139.3000030517578,139.3000030517578
23-08-2021,124.75,137.8000030517578,68470861,137.8000030517578,127.25,127.25
24-08-2021,120.5,127.25,56713556,127.94999694824219,125.0,125.0
25-08-2021,123.0999984741211,126.0,51078811,128.5,124.25,124.25
26-08-2021,124.3499984741211,125.25,20645403,127.1500015258789,125.8499984741211,125.8499984741211
27-08-2021,124.0999984741211,126.5999984741211,22227595,129.5,124.69999694824219,124.69999694824219
30-08-2021,127.55000305175781,127.8499984741211,45239080,135.4499969482422,133.5500030517578,133.5500030517578
31-08-2021,131.35000610351562,134.0,24640924,135.1999969482422,134.5500030517578,134.5500030517578
01-09-2021,130.6999969482422,134.5500030517578,16162269,135.10000610351562,132.60000610351562,132.60000610351562
02-09-2021,131.5,132.0,27882466,138.5,137.60000610351562,137.60000610351562
03-09-2021,135.60000610351562,135.9499969482422,113381518,151.39999389648438,149.75,149.75
06-09-2021,143.25,149.25,34811620,149.35000610351562,144.0500030517578,144.0500030517578
07-09-2021,138.5500030517578,144.89999389648438,30421931,146.85000610351562,140.0500030517578,140.0500030517578
08-09-2021,139.0500030517578,141.0,28133284,143.60000610351562,141.25,141.25
09-09-2021,140.0,141.39999389648438,18970691,142.89999389648438,141.60000610351562,141.60000610351562
13-09-2021,142.0,143.25,17426798,144.25,143.14999389648438,143.14999389648438
14-09-2021,136.1999969482422,145.14999389648438,112358935,152.75,144.10000610351562,144.10000610351562
15-09-2021,140.75,142.9499969482422,38892545,145.0,142.64999389648438,142.64999389648438
16-09-2021,141.5,143.0,17634206,144.0,142.0500030517578,142.0500030517578
17-09-2021,137.14999389648438,142.5500030517578,23264091,146.89999389648438,137.89999389648438,137.89999389648438
20-09-2021,133.25,137.6999969482422,19799941,140.85000610351562,134.3000030517578,134.3000030517578
21-09-2021,131.0,137.1999969482422,19330196,138.0,133.4499969482422,133.4499969482422
22-09-2021,131.3000030517578,135.39999389648438,16923375,135.39999389648438,132.10000610351562,132.10000610351562
23-09-2021,133.0500030517578,134.5,31779169,140.39999389648438,137.3000030517578,137.3000030517578
24-09-2021,136.0500030517578,137.5500030517578,13099391,139.5,136.64999389648438,136.64999389648438
27-09-2021,138.0,139.85000610351562,26041244,144.75,143.6999969482422,143.6999969482422
28-09-2021,137.64999389648438,143.89999389648438,13489232,143.89999389648438,139.0,139.0
29-09-2021,136.5,138.0,10801439,139.5,138.5,138.5
30-09-2021,136.14999389648438,139.1999969482422,7825751,139.1999969482422,136.60000610351562,136.60000610351562
01-10-2021,137.0,137.3000030517578,11940576,140.5,138.0,138.0
04-10-2021,138.0,139.10000610351562,11995299,140.0,139.10000610351562,139.10000610351562
05-10-2021,137.14999389648438,138.75,10912142,138.8000030517578,137.9499969482422,137.9499969482422
06-10-2021,133.6999969482422,138.75,9988184,139.1999969482422,134.9499969482422,134.9499969482422
07-10-2021,136.0500030517578,136.75,7317664,138.4499969482422,137.10000610351562,137.10000610351562
08-10-2021,135.6999969482422,138.0,6207969,138.0,136.14999389648438,136.14999389648438
11-10-2021,136.14999389648438,137.5,4395523,137.5,136.85000610351562,136.85000610351562
12-10-2021,135.5,137.3000030517578,5600652,137.75,136.60000610351562,136.60000610351562
13-10-2021,134.35000610351562,137.25,6351349,137.39999389648438,135.4499969482422,135.4499969482422
14-10-2021,133.6999969482422,135.89999389648438,8688177,137.3000030517578,135.0,135.0
18-10-2021,135.89999389648438,136.0,31446800,146.14999389648438,144.0500030517578,144.0500030517578
19-10-2021,137.25,144.89999389648438,14688308,145.10000610351562,138.5500030517578,138.5500030517578
20-10-2021,133.85000610351562,138.5,12607297,140.39999389648438,137.89999389648438,137.89999389648438
21-10-2021,135.8000030517578,139.75,5951873,139.89999389648438,138.14999389648438,138.14999389648438
22-10-2021,135.8000030517578,138.9499969482422,11468458,142.0,137.75,137.75
25-10-2021,131.5500030517578,138.0,13530512,138.9499969482422,132.6999969482422,132.6999969482422
26-10-2021,133.0,133.0,6445894,137.35000610351562,135.4499969482422,135.4499969482422
27-10-2021,134.5,136.1999969482422,8982174,139.25,134.8000030517578,134.8000030517578
28-10-2021,131.5,135.35000610351562,11936370,136.5,135.60000610351562,135.60000610351562
29-10-2021,130.5,135.0,12925877,135.0,131.5500030517578,131.5500030517578
01-11-2021,132.0,133.60000610351562,6200243,134.3000030517578,132.64999389648438,132.64999389648438
02-11-2021,131.75,132.6999969482422,7367792,133.60000610351562,132.4499969482422,132.4499969482422
03-11-2021,127.5,132.89999389648438,15919925,132.89999389648438,128.35000610351562,128.35000610351562
