Date,Low,Open,Volume,High,Close,Adjusted Close
01-07-2002,1.2949999570846558,1.2949999570846558,21640.0,1.375,1.372499942779541,0.2963424324989319
02-07-2002,1.3250000476837158,1.3799999952316284,14300.0,1.3799999952316284,1.3294999599456787,0.2870580554008484
03-07-2002,1.3509999513626099,1.3585000038146973,185700.0,1.4500000476837158,1.368499994277954,0.2954787313938141
04-07-2002,1.375,1.375,41690.0,1.4149999618530273,1.4014999866485596,0.30260396003723145
05-07-2002,1.3804999589920044,1.399999976158142,310550.0,1.409999966621399,1.3954999446868896,0.30130839347839355
08-07-2002,1.375499963760376,1.4084999561309814,12430.0,1.409999966621399,1.3949999809265137,0.3012005090713501
09-07-2002,1.3799999952316284,1.3799999952316284,27670.0,1.434999942779541,1.4084999561309814,0.304115355014801
10-07-2002,1.3849999904632568,1.399999976158142,20690.0,1.4049999713897705,1.3969999551773071,0.301632285118103
11-07-2002,1.3650000095367432,1.3650000095367432,15000.0,1.4049999713897705,1.3839999437332153,0.2988254725933075
12-07-2002,1.3550000190734863,1.375,3850.0,1.375,1.375,0.2968822121620178
15-07-2002,1.3270000219345093,1.3600000143051147,6660.0,1.3600000143051147,1.343999981880188,0.29018887877464294
16-07-2002,1.3105000257492065,1.340000033378601,11600.0,1.340000033378601,1.3205000162124634,0.2851148843765259
17-07-2002,1.2949999570846558,1.3350000381469727,13570.0,1.340000033378601,1.3270000219345093,0.286518394947052
18-07-2002,1.3105000257492065,1.3105000257492065,8580.0,1.350000023841858,1.3485000133514404,0.291160523891449
19-07-2002,1.3259999752044678,1.3259999752044678,11330.0,1.3589999675750732,1.3450000286102295,0.2904047667980194
22-07-2002,1.3365000486373901,1.344499945640564,49460.0,1.3550000190734863,1.3459999561309814,0.29062071442604065
23-07-2002,1.2549999952316284,1.2599999904632568,5100.0,1.3350000381469727,1.3270000219345093,0.286518394947052
24-07-2002,1.3300000429153442,1.3300000429153442,17600.0,1.3450000286102295,1.344499945640564,0.2902967929840088
25-07-2002,1.3300000429153442,1.3450000286102295,32310.0,1.3585000038146973,1.3480000495910645,0.29105255007743835
26-07-2002,1.316499948501587,1.3235000371932983,10360.0,1.3359999656677246,1.3285000324249268,0.2868421673774719
29-07-2002,1.3070000410079956,1.3125,31630.0,1.3300000429153442,1.3300000429153442,0.28716611862182617
30-07-2002,1.312999963760376,1.3250000476837158,14450.0,1.3300000429153442,1.3209999799728394,0.2852228581905365
31-07-2002,1.2304999828338623,1.274999976158142,154090.0,1.274999976158142,1.2549999952316284,0.27097249031066895
01-08-2002,1.25,1.2704999446868896,8700.0,1.277500033378601,1.256500005722046,0.27129635214805603
02-08-2002,1.2055000066757202,1.2285000085830688,16710.0,1.2975000143051147,1.222499966621399,0.26395532488822937
05-08-2002,1.1799999475479126,1.25,10900.0,1.2599999904632568,1.1929999589920044,0.2575857639312744
06-08-2002,1.190000057220459,1.219499945640564,6880.0,1.219499945640564,1.1979999542236328,0.2586653530597687
07-08-2002,1.1920000314712524,1.2050000429153442,14490.0,1.225000023841858,1.1964999437332153,0.25834158062934875
08-08-2002,1.190999984741211,1.2000000476837158,2900.0,1.2050000429153442,1.1974999904632568,0.25855740904808044
09-08-2002,1.184999942779541,1.1985000371932983,14240.0,1.2450000047683716,1.2100000381469727,0.26125630736351013
12-08-2002,1.215000033378601,1.2174999713897705,5120.0,1.225000023841858,1.2174999713897705,0.26287564635276794
13-08-2002,1.2050000429153442,1.212499976158142,1870.0,1.219499945640564,1.2115000486373901,0.2615801990032196
14-08-2002,1.1699999570846558,1.190500020980835,6540.0,1.1994999647140503,1.1770000457763672,0.2541311979293823
15-08-2002,1.1770000457763672,1.1770000457763672,0.0,1.1770000457763672,1.1770000457763672,0.2541311979293823
16-08-2002,1.1404999494552612,1.1799999475479126,6650.0,1.184000015258789,1.1454999446868896,0.24732987582683563
19-08-2002,1.1634999513626099,1.1790000200271606,10510.0,1.1979999542236328,1.1970000267028809,0.2584494650363922
20-08-2002,1.1799999475479126,1.2000000476837158,3540.0,1.212499976158142,1.1970000267028809,0.2584494650363922
